CODMUN6,CODMUN7,MUNI,UF
320313,3203130,João Neiva,ES
320316,3203163,Laranja da Terra,ES
320320,3203205,Linhares,ES
320330,3203304,Mantenópolis,ES
320332,3203320,Marataízes,ES
320334,3203346,Marechal Floriano,ES
320335,3203353,Marilândia,ES
320340,3203403,Mimoso do Sul,ES
320350,3203502,Montanha,ES
320360,3203601,Mucurici,ES
320370,3203700,Muniz Freire,ES
320380,3203809,Muqui,ES
320390,3203908,Nova Venécia,ES
320400,3204005,Pancas,ES
320405,3204054,Pedro Canário,ES
320410,3204104,Pinheiros,ES
320420,3204203,Piúma,ES
320425,3204252,Ponto Belo,ES
320430,3204302,Presidente Kennedy,ES
320435,3204351,Rio Bananal,ES
320440,3204401,Rio Novo do Sul,ES
320450,3204500,Santa Leopoldina,ES
320455,3204559,Santa Maria de Jetibá,ES
320460,3204609,Santa Teresa,ES
320465,3204658,São Domingos do Norte,ES
320470,3204708,São Gabriel da Palha,ES
320480,3204807,São José do Calçado,ES
320490,3204906,São Mateus,ES
320495,3204955,São Roque do Canaã,ES
320500,3205002,Serra,ES
320501,3205010,Sooretama,ES
320503,3205036,Vargem Alta,ES
320506,3205069,Venda Nova do Imigrante,ES
320510,3205101,Viana,ES
320515,3205150,Vila Pavão,ES
320517,3205176,Vila Valério,ES
320520,3205200,Vila Velha,ES
320530,3205309,Vitória,ES
330010,3300100,Angra dos Reis,RJ
330015,3300159,Aperibé,RJ
330020,3300209,Araruama,RJ
330022,3300225,Areal,RJ
330023,3300233,Armação dos Búzios,RJ
330025,3300258,Arraial do Cabo,RJ
330030,3300308,Barra do Piraí,RJ
330040,3300407,Barra Mansa,RJ
330045,3300456,Belford Roxo,RJ
330050,3300506,Bom Jardim,RJ
330060,3300605,Bom Jesus do Itabapoana,RJ
330070,3300704,Cabo Frio,RJ
330080,3300803,Cachoeiras de Macacu,RJ
330090,3300902,Cambuci,RJ
330093,3300936,Carapebus,RJ
330095,3300951,Comendador Levy Gasparian,RJ
330100,3301009,Campos dos Goytacazes,RJ
330110,3301108,Cantagalo,RJ
330115,3301157,Cardoso Moreira,RJ
330120,3301207,Carmo,RJ
330130,3301306,Casimiro de Abreu,RJ
330140,3301405,Conceição de Macabu,RJ
330150,3301504,Cordeiro,RJ
330160,3301603,Duas Barras,RJ
330170,3301702,Duque de Caxias,RJ
330180,3301801,Engenheiro Paulo de Frontin,RJ
330185,3301850,Guapimirim,RJ
330187,3301876,Iguaba Grande,RJ
330190,3301900,Itaboraí,RJ
330200,3302007,Itaguaí,RJ
330205,3302056,Italva,RJ
330210,3302106,Itaocara,RJ
330220,3302205,Itaperuna,RJ
330225,3302254,Itatiaia,RJ
330227,3302270,Japeri,RJ
330230,3302304,Laje do Muriaé,RJ
330240,3302403,Macaé,RJ
330245,3302452,Macuco,RJ
330250,3302502,Magé,RJ
330260,3302601,Mangaratiba,RJ
330270,3302700,Maricá,RJ
330280,3302809,Mendes,RJ
330285,3302858,Mesquita,RJ
330290,3302908,Miguel Pereira,RJ
330300,3303005,Miracema,RJ
330310,3303104,Natividade,RJ
330320,3303203,Nilópolis,RJ
330330,3303302,Niterói,RJ
330340,3303401,Nova Friburgo,RJ
330350,3303500,Nova Iguaçu,RJ
330360,3303609,Paracambi,RJ
330370,3303708,Paraíba do Sul,RJ
330380,3303807,Paraty,RJ
330385,3303856,Paty do Alferes,RJ
330390,3303906,Petrópolis,RJ
330395,3303955,Pinheiral,RJ
330400,3304003,Piraí,RJ
330410,3304102,Porciúncula,RJ
330411,3304110,Porto Real,RJ
330412,3304128,Quatis,RJ
330414,3304144,Queimados,RJ
330415,3304151,Quissamã,RJ
330420,3304201,Resende,RJ
330430,3304300,Rio Bonito,RJ
330440,3304409,Rio Claro,RJ
330450,3304508,Rio das Flores,RJ
330452,3304524,Rio das Ostras,RJ
330455,3304557,Rio de Janeiro,RJ
330460,3304607,Santa Maria Madalena,RJ
330470,3304706,Santo Antônio de Pádua,RJ
330475,3304755,São Francisco de Itabapoana,RJ
330480,3304805,São Fidélis,RJ
330490,3304904,São Gonçalo,RJ
330500,3305000,São João da Barra,RJ
330510,3305109,São João de Meriti,RJ
330513,3305133,São José de Ubá,RJ
330515,3305158,São José do Vale do Rio Preto,RJ
330520,3305208,São Pedro da Aldeia,RJ
330530,3305307,São Sebastião do Alto,RJ
330540,3305406,Sapucaia,RJ
330550,3305505,Saquarema,RJ
330555,3305554,Seropédica,RJ
330560,3305604,Silva Jardim,RJ
330570,3305703,Sumidouro,RJ
330575,3305752,Tanguá,RJ
330580,3305802,Teresópolis,RJ
330590,3305901,Trajano de Moraes,RJ
330600,3306008,Três Rios,RJ
330610,3306107,Valença,RJ
330615,3306156,Varre-Sai,RJ
330620,3306206,Vassouras,RJ
330630,3306305,Volta Redonda,RJ
350010,3500105,Adamantina,SP
350020,3500204,Adolfo,SP
350030,3500303,Aguaí,SP
350040,3500402,Águas da Prata,SP
350050,3500501,Águas de Lindóia,SP
350055,3500550,Águas de Santa Bárbara,SP
350060,3500600,Águas de São Pedro,SP
350070,3500709,Agudos,SP
350075,3500758,Alambari,SP
350080,3500808,Alfredo Marcondes,SP
350090,3500907,Altair,SP
350100,3501004,Altinópolis,SP
350110,3501103,Alto Alegre,SP
350115,3501152,Alumínio,SP
350120,3501202,Álvares Florence,SP
350130,3501301,Álvares Machado,SP
350140,3501400,Álvaro de Carvalho,SP
350150,3501509,Alvinlândia,SP
350160,3501608,Americana,SP
350170,3501707,Américo Brasiliense,SP
350180,3501806,Américo de Campos,SP
350190,3501905,Amparo,SP
350200,3502002,Analândia,SP
350210,3502101,Andradina,SP
350220,3502200,Angatuba,SP
350230,3502309,Anhembi,SP
350240,3502408,Anhumas,SP
350250,3502507,Aparecida,SP
350260,3502606,Aparecida d'Oeste,SP
350270,3502705,Apiaí,SP
350275,3502754,Araçariguama,SP
350280,3502804,Araçatuba,SP
350290,3502903,Araçoiaba da Serra,SP
350300,3503000,Aramina,SP
350310,3503109,Arandu,SP
350315,3503158,Arapeí,SP
350320,3503208,Araraquara,SP
350330,3503307,Araras,SP
350335,3503356,Arco-Íris,SP
350340,3503406,Arealva,SP
350350,3503505,Areias,SP
350360,3503604,Areiópolis,SP
350370,3503703,Ariranha,SP
350380,3503802,Artur Nogueira,SP
350390,3503901,Arujá,SP
350395,3503950,Aspásia,SP
350400,3504008,Assis,SP
350410,3504107,Atibaia,SP
350420,3504206,Auriflama,SP
350430,3504305,Avaí,SP
350440,3504404,Avanhandava,SP
350450,3504503,Avaré,SP
350460,3504602,Bady Bassitt,SP
350470,3504701,Balbinos,SP
350480,3504800,Bálsamo,SP
350490,3504909,Bananal,SP
350500,3505005,Barão de Antonina,SP
350510,3505104,Barbosa,SP
350520,3505203,Bariri,SP
350530,3505302,Barra Bonita,SP
350535,3505351,Barra do Chapéu,SP
350540,3505401,Barra do Turvo,SP
350550,3505500,Barretos,SP
350560,3505609,Barrinha,SP
350570,3505708,Barueri,SP
350580,3505807,Bastos,SP
350590,3505906,Batatais,SP
350600,3506003,Bauru,SP
350610,3506102,Bebedouro,SP
350620,3506201,Bento de Abreu,SP
350630,3506300,Bernardino de Campos,SP
350635,3506359,Bertioga,SP
350640,3506409,Bilac,SP
350650,3506508,Birigui,SP
350660,3506607,Biritiba-Mirim,SP
350670,3506706,Boa Esperança do Sul,SP
350680,3506805,Bocaina,SP
350690,3506904,Bofete,SP
350700,3507001,Boituva,SP
350710,3507100,Bom Jesus dos Perdões,SP
350715,3507159,Bom Sucesso de Itararé,SP
350720,3507209,Borá,SP
350730,3507308,Boracéia,SP
350740,3507407,Borborema,SP
350745,3507456,Borebi,SP
350750,3507506,Botucatu,SP
350760,3507605,Bragança Paulista,SP
350770,3507704,Braúna,SP
350775,3507753,Brejo Alegre,SP
350780,3507803,Brodowski,SP
350790,3507902,Brotas,SP
350800,3508009,Buri,SP
350810,3508108,Buritama,SP
350820,3508207,Buritizal,SP
350830,3508306,Cabrália Paulista,SP
350840,3508405,Cabreúva,SP
350850,3508504,Caçapava,SP
350860,3508603,Cachoeira Paulista,SP
350870,3508702,Caconde,SP
350880,3508801,Cafelândia,SP
350890,3508900,Caiabu,SP
350900,3509007,Caieiras,SP
350910,3509106,Caiuá,SP
350920,3509205,Cajamar,SP
350925,3509254,Cajati,SP
350930,3509304,Cajobi,SP
350940,3509403,Cajuru,SP
350945,3509452,Campina do Monte Alegre,SP
350950,3509502,Campinas,SP
350960,3509601,Campo Limpo Paulista,SP
350970,3509700,Campos do Jordão,SP
350980,3509809,Campos Novos Paulista,SP
350990,3509908,Cananéia,SP
350995,3509957,Canas,SP
351000,3510005,Cândido Mota,SP
351010,3510104,Cândido Rodrigues,SP
351015,3510153,Canitar,SP
351020,3510203,Capão Bonito,SP
351030,3510302,Capela do Alto,SP
351040,3510401,Capivari,SP
351050,3510500,Caraguatatuba,SP
351060,3510609,Carapicuíba,SP
351070,3510708,Cardoso,SP
351080,3510807,Casa Branca,SP
351090,3510906,Cássia dos Coqueiros,SP
351100,3511003,Castilho,SP
351110,3511102,Catanduva,SP
351120,3511201,Catiguá,SP
351130,3511300,Cedral,SP
351140,3511409,Cerqueira César,SP
351150,3511508,Cerquilho,SP
351160,3511607,Cesário Lange,SP
351170,3511706,Charqueada,SP
351190,3511904,Clementina,SP
351200,3512001,Colina,SP
351210,3512100,Colômbia,SP
351220,3512209,Conchal,SP
351230,3512308,Conchas,SP
351240,3512407,Cordeirópolis,SP
351250,3512506,Coroados,SP
351260,3512605,Coronel Macedo,SP
351270,3512704,Corumbataí,SP
351280,3512803,Cosmópolis,SP
351290,3512902,Cosmorama,SP
351300,3513009,Cotia,SP
351310,3513108,Cravinhos,SP
351320,3513207,Cristais Paulista,SP
351330,3513306,Cruzália,SP
351340,3513405,Cruzeiro,SP
351350,3513504,Cubatão,SP
351360,3513603,Cunha,SP
351370,3513702,Descalvado,SP
351380,3513801,Diadema,SP
351385,3513850,Dirce Reis,SP
351390,3513900,Divinolândia,SP
351400,3514007,Dobrada,SP
351410,3514106,Dois Córregos,SP
351420,3514205,Dolcinópolis,SP
351430,3514304,Dourado,SP
351440,3514403,Dracena,SP
351450,3514502,Duartina,SP
351460,3514601,Dumont,SP
351470,3514700,Echaporã,SP
351480,3514809,Eldorado,SP
351490,3514908,Elias Fausto,SP
351492,3514924,Elisiário,SP
351495,3514957,Embaúba,SP
351500,3515004,Embu das Artes,SP
351510,3515103,Embu-Guaçu,SP
351512,3515129,Emilianópolis,SP
351515,3515152,Engenheiro Coelho,SP
351518,3515186,Espírito Santo do Pinhal,SP
351519,3515194,Espírito Santo do Turvo,SP
351520,3515202,Estrela d'Oeste,SP
351530,3515301,Estrela do Norte,SP
351535,3515350,Euclides da Cunha Paulista,SP
351540,3515400,Fartura,SP
351550,3515509,Fernandópolis,SP
351560,3515608,Fernando Prestes,SP
351565,3515657,Fernão,SP
351570,3515707,Ferraz de Vasconcelos,SP
351580,3515806,Flora Rica,SP
351590,3515905,Floreal,SP
351600,3516002,Flórida Paulista,SP
351610,3516101,Florínia,SP
351620,3516200,Franca,SP
351630,3516309,Francisco Morato,SP
351640,3516408,Franco da Rocha,SP
351650,3516507,Gabriel Monteiro,SP
351660,3516606,Gália,SP
351670,3516705,Garça,SP
351680,3516804,Gastão Vidigal,SP
351685,3516853,Gavião Peixoto,SP
351690,3516903,General Salgado,SP
351700,3517000,Getulina,SP
351710,3517109,Glicério,SP
351720,3517208,Guaiçara,SP
351730,3517307,Guaimbê,SP
351740,3517406,Guaíra,SP
351750,3517505,Guapiaçu,SP
351760,3517604,Guapiara,SP
351770,3517703,Guará,SP
351780,3517802,Guaraçaí,SP
351790,3517901,Guaraci,SP
351800,3518008,Guarani d'Oeste,SP
351810,3518107,Guarantã,SP
351820,3518206,Guararapes,SP
351830,3518305,Guararema,SP
351840,3518404,Guaratinguetá,SP
351850,3518503,Guareí,SP
351860,3518602,Guariba,SP
351870,3518701,Guarujá,SP
351880,3518800,Guarulhos,SP
351885,3518859,Guatapará,SP
351890,3518909,Guzolândia,SP
351900,3519006,Herculândia,SP
351905,3519055,Holambra,SP
351907,3519071,Hortolândia,SP
351910,3519105,Iacanga,SP
351920,3519204,Iacri,SP
351925,3519253,Iaras,SP
351930,3519303,Ibaté,SP
351940,3519402,Ibirá,SP
351950,3519501,Ibirarema,SP
351960,3519600,Ibitinga,SP
351970,3519709,Ibiúna,SP
351980,3519808,Icém,SP
351990,3519907,Iepê,SP
352000,3520004,Igaraçu do Tietê,SP
352010,3520103,Igarapava,SP
352020,3520202,Igaratá,SP
352030,3520301,Iguape,SP
352040,3520400,Ilhabela,SP
352042,3520426,Ilha Comprida,SP
352044,3520442,Ilha Solteira,SP
352050,3520509,Indaiatuba,SP
352060,3520608,Indiana,SP
352070,3520707,Indiaporã,SP
352080,3520806,Inúbia Paulista,SP
352090,3520905,Ipaussu,SP
352100,3521002,Iperó,SP
352110,3521101,Ipeúna,SP
352115,3521150,Ipiguá,SP
352120,3521200,Iporanga,SP
352130,3521309,Ipuã,SP
352140,3521408,Iracemápolis,SP
352150,3521507,Irapuã,SP
352160,3521606,Irapuru,SP
352170,3521705,Itaberá,SP
352180,3521804,Itaí,SP
352190,3521903,Itajobi,SP
352200,3522000,Itaju,SP
352210,3522109,Itanhaém,SP
352215,3522158,Itaóca,SP
352220,3522208,Itapecerica da Serra,SP
352230,3522307,Itapetininga,SP
352240,3522406,Itapeva,SP
352250,3522505,Itapevi,SP
352260,3522604,Itapira,SP
352265,3522653,Itapirapuã Paulista,SP
352270,3522703,Itápolis,SP
352280,3522802,Itaporanga,SP
352290,3522901,Itapuí,SP
352300,3523008,Itapura,SP
352310,3523107,Itaquaquecetuba,SP
352320,3523206,Itararé,SP
352330,3523305,Itariri,SP
352340,3523404,Itatiba,SP
352350,3523503,Itatinga,SP
352360,3523602,Itirapina,SP
352370,3523701,Itirapuã,SP
352380,3523800,Itobi,SP
352390,3523909,Itu,SP
352400,3524006,Itupeva,SP
352410,3524105,Ituverava,SP
352420,3524204,Jaborandi,SP
352430,3524303,Jaboticabal,SP
352440,3524402,Jacareí,SP
352450,3524501,Jaci,SP
352460,3524600,Jacupiranga,SP
352470,3524709,Jaguariúna,SP
352480,3524808,Jales,SP
352490,3524907,Jambeiro,SP
352500,3525003,Jandira,SP
352510,3525102,Jardinópolis,SP
352520,3525201,Jarinu,SP
352530,3525300,Jaú,SP
352540,3525409,Jeriquara,SP
352550,3525508,Joanópolis,SP
352560,3525607,João Ramalho,SP
352570,3525706,José Bonifácio,SP
352580,3525805,Júlio Mesquita,SP
352585,3525854,Jumirim,SP
352590,3525904,Jundiaí,SP
352600,3526001,Junqueirópolis,SP
352610,3526100,Juquiá,SP
352620,3526209,Juquitiba,SP
352630,3526308,Lagoinha,SP
352640,3526407,Laranjal Paulista,SP
352650,3526506,Lavínia,SP
352660,3526605,Lavrinhas,SP
352670,3526704,Leme,SP
352680,3526803,Lençóis Paulista,SP
352690,3526902,Limeira,SP
352700,3527009,Lindóia,SP
352710,3527108,Lins,SP
352720,3527207,Lorena,SP
352725,3527256,Lourdes,SP
352730,3527306,Louveira,SP
352740,3527405,Lucélia,SP
352750,3527504,Lucianópolis,SP
352760,3527603,Luís Antônio,SP
352770,3527702,Luiziânia,SP
352780,3527801,Lupércio,SP
352790,3527900,Lutécia,SP
352800,3528007,Macatuba,SP
352810,3528106,Macaubal,SP
352820,3528205,Macedônia,SP
352830,3528304,Magda,SP
352840,3528403,Mairinque,SP
352850,3528502,Mairiporã,SP
352860,3528601,Manduri,SP
352870,3528700,Marabá Paulista,SP
352880,3528809,Maracaí,SP
352885,3528858,Marapoama,SP
352890,3528908,Mariápolis,SP
352900,3529005,Marília,SP
352910,3529104,Marinópolis,SP
352920,3529203,Martinópolis,SP
352930,3529302,Matão,SP
352940,3529401,Mauá,SP
352950,3529500,Mendonça,SP
352960,3529609,Meridiano,SP
352965,3529658,Mesópolis,SP
352970,3529708,Miguelópolis,SP
352980,3529807,Mineiros do Tietê,SP
352990,3529906,Miracatu,SP
353000,3530003,Mira Estrela,SP
353010,3530102,Mirandópolis,SP
353020,3530201,Mirante do Paranapanema,SP
353030,3530300,Mirassol,SP
353040,3530409,Mirassolândia,SP
353050,3530508,Mococa,SP
353060,3530607,Mogi das Cruzes,SP
353070,3530706,Mogi Guaçu,SP
353080,3530805,Mogi Mirim,SP
353090,3530904,Mombuca,SP
353100,3531001,Monções,SP
353110,3531100,Mongaguá,SP
353120,3531209,Monte Alegre do Sul,SP
353130,3531308,Monte Alto,SP
353140,3531407,Monte Aprazível,SP
353150,3531506,Monte Azul Paulista,SP
353160,3531605,Monte Castelo,SP
353170,3531704,Monteiro Lobato,SP
353180,3531803,Monte Mor,SP
353190,3531902,Morro Agudo,SP
353200,3532009,Morungaba,SP
353205,3532058,Motuca,SP
353210,3532108,Murutinga do Sul,SP
353215,3532157,Nantes,SP
353220,3532207,Narandiba,SP
353230,3532306,Natividade da Serra,SP
353240,3532405,Nazaré Paulista,SP
353250,3532504,Neves Paulista,SP
353260,3532603,Nhandeara,SP
353270,3532702,Nipoã,SP
353280,3532801,Nova Aliança,SP
353282,3532827,Nova Campina,SP
353284,3532843,Nova Canaã Paulista,SP
353286,3532868,Nova Castilho,SP
353290,3532900,Nova Europa,SP
353300,3533007,Nova Granada,SP
353310,3533106,Nova Guataporanga,SP
353320,3533205,Nova Independência,SP
353325,3533254,Novais,SP
353330,3533304,Nova Luzitânia,SP
353340,3533403,Nova Odessa,SP
353350,3533502,Novo Horizonte,SP
353360,3533601,Nuporanga,SP
353370,3533700,Ocauçu,SP
353380,3533809,Óleo,SP
353390,3533908,Olímpia,SP
353400,3534005,Onda Verde,SP
353410,3534104,Oriente,SP
353420,3534203,Orindiúva,SP
353430,3534302,Orlândia,SP
353440,3534401,Osasco,SP
353450,3534500,Oscar Bressane,SP
353460,3534609,Osvaldo Cruz,SP
353470,3534708,Ourinhos,SP
353475,3534757,Ouroeste,SP
353480,3534807,Ouro Verde,SP
353490,3534906,Pacaembu,SP
353500,3535002,Palestina,SP
353510,3535101,Palmares Paulista,SP
353520,3535200,Palmeira d'Oeste,SP
353530,3535309,Palmital,SP
353540,3535408,Panorama,SP
353550,3535507,Paraguaçu Paulista,SP
353560,3535606,Paraibuna,SP
353570,3535705,Paraíso,SP
353580,3535804,Paranapanema,SP
353590,3535903,Paranapuã,SP
353600,3536000,Parapuã,SP
353610,3536109,Pardinho,SP
353620,3536208,Pariquera-Açu,SP
353625,3536257,Parisi,SP
353630,3536307,Patrocínio Paulista,SP
353640,3536406,Paulicéia,SP
353650,3536505,Paulínia,SP
353657,3536570,Paulistânia,SP
353660,3536604,Paulo de Faria,SP
353670,3536703,Pederneiras,SP
353680,3536802,Pedra Bela,SP
353690,3536901,Pedranópolis,SP
353700,3537008,Pedregulho,SP
353710,3537107,Pedreira,SP
353715,3537156,Pedrinhas Paulista,SP
353720,3537206,Pedro de Toledo,SP
353730,3537305,Penápolis,SP
353740,3537404,Pereira Barreto,SP
353750,3537503,Pereiras,SP
353760,3537602,Peruíbe,SP
353770,3537701,Piacatu,SP
353780,3537800,Piedade,SP
353790,3537909,Pilar do Sul,SP
353800,3538006,Pindamonhangaba,SP
353810,3538105,Pindorama,SP
353820,3538204,Pinhalzinho,SP
353830,3538303,Piquerobi,SP
353850,3538501,Piquete,SP
353860,3538600,Piracaia,SP
353870,3538709,Piracicaba,SP
353880,3538808,Piraju,SP
353890,3538907,Pirajuí,SP
353900,3539004,Pirangi,SP
353910,3539103,Pirapora do Bom Jesus,SP
353920,3539202,Pirapozinho,SP
353930,3539301,Pirassununga,SP
353940,3539400,Piratininga,SP
353950,3539509,Pitangueiras,SP
353960,3539608,Planalto,SP
353970,3539707,Platina,SP
353980,3539806,Poá,SP
353990,3539905,Poloni,SP
354000,3540002,Pompéia,SP
354010,3540101,Pongaí,SP
354020,3540200,Pontal,SP
354025,3540259,Pontalinda,SP
354030,3540309,Pontes Gestal,SP
354040,3540408,Populina,SP
354050,3540507,Porangaba,SP
354060,3540606,Porto Feliz,SP
354070,3540705,Porto Ferreira,SP
354075,3540754,Potim,SP
354080,3540804,Potirendaba,SP
354085,3540853,Pracinha,SP
354090,3540903,Pradópolis,SP
354100,3541000,Praia Grande,SP
354105,3541059,Pratânia,SP
354110,3541109,Presidente Alves,SP
354120,3541208,Presidente Bernardes,SP
354130,3541307,Presidente Epitácio,SP
354140,3541406,Presidente Prudente,SP
354150,3541505,Presidente Venceslau,SP
354160,3541604,Promissão,SP
354165,3541653,Quadra,SP
354170,3541703,Quatá,SP
354180,3541802,Queiroz,SP
354190,3541901,Queluz,SP
354200,3542008,Quintana,SP
354210,3542107,Rafard,SP
354220,3542206,Rancharia,SP
354230,3542305,Redenção da Serra,SP
354240,3542404,Regente Feijó,SP
354250,3542503,Reginópolis,SP
354260,3542602,Registro,SP
354270,3542701,Restinga,SP
354280,3542800,Ribeira,SP
354290,3542909,Ribeirão Bonito,SP
354300,3543006,Ribeirão Branco,SP
354310,3543105,Ribeirão Corrente,SP
354320,3543204,Ribeirão do Sul,SP
354323,3543238,Ribeirão dos Índios,SP
354325,3543253,Ribeirão Grande,SP
354330,3543303,Ribeirão Pires,SP
354340,3543402,Ribeirão Preto,SP
354350,3543501,Riversul,SP
354360,3543600,Rifaina,SP
354370,3543709,Rincão,SP
354380,3543808,Rinópolis,SP
354390,3543907,Rio Claro,SP
354400,3544004,Rio das Pedras,SP
354410,3544103,Rio Grande da Serra,SP
354420,3544202,Riolândia,SP
354425,3544251,Rosana,SP
354430,3544301,Roseira,SP
354440,3544400,Rubiácea,SP
354450,3544509,Rubinéia,SP
354460,3544608,Sabino,SP
354470,3544707,Sagres,SP
354480,3544806,Sales,SP
354490,3544905,Sales Oliveira,SP
354500,3545001,Salesópolis,SP
354510,3545100,Salmourão,SP
354515,3545159,Saltinho,SP
354520,3545209,Salto,SP
354530,3545308,Salto de Pirapora,SP
354540,3545407,Salto Grande,SP
354550,3545506,Sandovalina,SP
354560,3545605,Santa Adélia,SP
354570,3545704,Santa Albertina,SP
354580,3545803,Santa Bárbara d'Oeste,SP
354600,3546009,Santa Branca,SP
354610,3546108,Santa Clara d'Oeste,SP
354620,3546207,Santa Cruz da Conceição,SP
354625,3546256,Santa Cruz da Esperança,SP
354630,3546306,Santa Cruz das Palmeiras,SP
354640,3546405,Santa Cruz do Rio Pardo,SP
354650,3546504,Santa Ernestina,SP
354660,3546603,Santa Fé do Sul,SP
354670,3546702,Santa Gertrudes,SP
354680,3546801,Santa Isabel,SP
354690,3546900,Santa Lúcia,SP
354700,3547007,Santa Maria da Serra,SP
354710,3547106,Santa Mercedes,SP
354720,3547205,Santana da Ponte Pensa,SP
354730,3547304,Santana de Parnaíba,SP
354740,3547403,Santa Rita d'Oeste,SP
354750,3547502,Santa Rita do Passa Quatro,SP
354760,3547601,Santa Rosa de Viterbo,SP
354765,3547650,Santa Salete,SP
354770,3547700,Santo Anastácio,SP
354780,3547809,Santo André,SP
354790,3547908,Santo Antônio da Alegria,SP
354800,3548005,Santo Antônio de Posse,SP
354805,3548054,Santo Antônio do Aracanguá,SP
354810,3548104,Santo Antônio do Jardim,SP
354820,3548203,Santo Antônio do Pinhal,SP
354830,3548302,Santo Expedito,SP
354840,3548401,Santópolis do Aguapeí,SP
354850,3548500,Santos,SP
354860,3548609,São Bento do Sapucaí,SP
354870,3548708,São Bernardo do Campo,SP
354880,3548807,São Caetano do Sul,SP
354890,3548906,São Carlos,SP
354900,3549003,São Francisco,SP
354910,3549102,São João da Boa Vista,SP
354920,3549201,São João das Duas Pontes,SP
354925,3549250,São João de Iracema,SP
354930,3549300,São João do Pau d'Alho,SP
354940,3549409,São Joaquim da Barra,SP
354950,3549508,São José da Bela Vista,SP
354960,3549607,São José do Barreiro,SP
354970,3549706,São José do Rio Pardo,SP
354980,3549805,São José do Rio Preto,SP
354990,3549904,São José dos Campos,SP
354995,3549953,São Lourenço da Serra,SP
355000,3550001,São Luís do Paraitinga,SP
355010,3550100,São Manuel,SP
355020,3550209,São Miguel Arcanjo,SP
355030,3550308,São Paulo,SP
355040,3550407,São Pedro,SP
355050,3550506,São Pedro do Turvo,SP
355060,3550605,São Roque,SP
355070,3550704,São Sebastião,SP
355080,3550803,São Sebastião da Grama,SP
355090,3550902,São Simão,SP
355100,3551009,São Vicente,SP
355110,3551108,Sarapuí,SP
355120,3551207,Sarutaiá,SP
355130,3551306,Sebastianópolis do Sul,SP
355140,3551405,Serra Azul,SP
355150,3551504,Serrana,SP
355160,3551603,Serra Negra,SP
355170,3551702,Sertãozinho,SP
355180,3551801,Sete Barras,SP
355190,3551900,Severínia,SP
355200,3552007,Silveiras,SP
355210,3552106,Socorro,SP
355220,3552205,Sorocaba,SP
355230,3552304,Sud Mennucci,SP
355240,3552403,Sumaré,SP
355250,3552502,Suzano,SP
355255,3552551,Suzanápolis,SP
355260,3552601,Tabapuã,SP
355270,3552700,Tabatinga,SP
355280,3552809,Taboão da Serra,SP
355290,3552908,Taciba,SP
355300,3553005,Taguaí,SP
355310,3553104,Taiaçu,SP
355320,3553203,Taiúva,SP
355330,3553302,Tambaú,SP
355340,3553401,Tanabi,SP
355350,3553500,Tapiraí,SP
355360,3553609,Tapiratiba,SP
355365,3553658,Taquaral,SP
355370,3553708,Taquaritinga,SP
355380,3553807,Taquarituba,SP
355385,3553856,Taquarivaí,SP
355390,3553906,Tarabai,SP
355395,3553955,Tarumã,SP
355400,3554003,Tatuí,SP
355410,3554102,Taubaté,SP
355420,3554201,Tejupá,SP
355430,3554300,Teodoro Sampaio,SP
355440,3554409,Terra Roxa,SP
355450,3554508,Tietê,SP
355460,3554607,Timburi,SP
355465,3554656,Torre de Pedra,SP
355470,3554706,Torrinha,SP
355475,3554755,Trabiju,SP
355480,3554805,Tremembé,SP
355490,3554904,Três Fronteiras,SP
355495,3554953,Tuiuti,SP
355500,3555000,Tupã,SP
355510,3555109,Tupi Paulista,SP
355520,3555208,Turiúba,SP
355530,3555307,Turmalina,SP
355535,3555356,Ubarana,SP
355540,3555406,Ubatuba,SP
355550,3555505,Ubirajara,SP
355560,3555604,Uchoa,SP
355570,3555703,União Paulista,SP
355580,3555802,Urânia,SP
355590,3555901,Uru,SP
355600,3556008,Urupês,SP
355610,3556107,Valentim Gentil,SP
355620,3556206,Valinhos,SP
355630,3556305,Valparaíso,SP
355635,3556354,Vargem,SP
355640,3556404,Vargem Grande do Sul,SP
355645,3556453,Vargem Grande Paulista,SP
355650,3556503,Várzea Paulista,SP
355660,3556602,Vera Cruz,SP
355670,3556701,Vinhedo,SP
355680,3556800,Viradouro,SP
355690,3556909,Vista Alegre do Alto,SP
355695,3556958,Vitória Brasil,SP
355700,3557006,Votorantim,SP
355710,3557105,Votuporanga,SP
355715,3557154,Zacarias,SP
355720,3557204,Chavantes,SP
355730,3557303,Estiva Gerbi,SP
410010,4100103,Abatiá,PR
410020,4100202,Adrianópolis,PR
410030,4100301,Agudos do Sul,PR
410040,4100400,Almirante Tamandaré,PR
410045,4100459,Altamira do Paraná,PR
410050,4100509,Altônia,PR
410060,4100608,Alto Paraná,PR
410070,4100707,Alto Piquiri,PR
410080,4100806,Alvorada do Sul,PR
410090,4100905,Amaporã,PR
410100,4101002,Ampére,PR
410105,4101051,Anahy,PR
410110,4101101,Andirá,PR
410115,4101150,Ângulo,PR
410120,4101200,Antonina,PR
410130,4101309,Antônio Olinto,PR
410140,4101408,Apucarana,PR
410150,4101507,Arapongas,PR
410160,4101606,Arapoti,PR
410165,4101655,Arapuã,PR
410170,4101705,Araruna,PR
410180,4101804,Araucária,PR
410185,4101853,Ariranha do Ivaí,PR
410190,4101903,Assaí,PR
